NAME;CATEGORY
POST ACUTE MEDICAL SPECIALTY HOSPITAL OF;PHARMACY
POST ACUTE SPECIALTY HOSPITAL OF CORPUS;PHARMACY
POST HASTE PHARMACY;PHARMACY
POSTAL PRESCRIPTION SERVICES;PHARMACY
POWER CENTER PHARMACY ;PHARMACY
PR PHARMACY;PHARMACY
PRAIRIE VIEW AM UNIVERSITY;PHARMACY
PRECIOUS PLACES PHARMACY;PHARMACY
PRECISE COMPOUNDING PHARMACY;PHARMACY
PRECISION HEALTHCARE;PHARMACY
PRECISION PHARMACY SERVICES IN;PHARMACY
PRECISION PHARMACY;PHARMACY
PRECISION RX;PHARMACY
PRECISION SURGERY CENTER OF;PHARMACY
PREFERRED EMERGENCY ROOM;PHARMACY
PREMIER ID PHARMACY;PHARMACY
PREMIER MED SERVICES INC;PHARMACY
PREMIER PHARMACY LABS INC;PHARMACY
PREMIER PHARMACY;PHARMACY
PREMIERCARE PHARMACY;PHARMACY
PREMIUM FAMILY PHARMACY;PHARMACY
PRESBYTERIAN VILLAGE NORTH;PHARMACY
PRESCRIBEIT RX;PHARMACY
PRESCRIPTION CENTER;PHARMACY
PRESCRIPTION COMPOUNDS;PHARMACY
PRESCRIPTION CORPORATION OF AMERICA;PHARMACY
PRESCRIPTION DISPENSING;PHARMACY
PRESCRIPTION HEALTH RESOURCES;PHARMACY
PRESCRIPTION LABORATORY;PHARMACY
PRESCRIPTION MART;PHARMACY
PRESCRIPTION PHARMACY;PHARMACY
PRESCRIPTION SHOP INC;PHARMACY
PRESCRIPTION SHOP;PHARMACY
PRESCRIPTIONGIANT.COM;PHARMACY
PRESTIGE PHARMACY;PHARMACY
PRESTON PLAZA SURGERY CENTER;PHARMACY
PRESTON VILLAGE PHARMACY;PHARMACY
PRICE VILLAGE PHARMACY;PHARMACY
PRICELINE PHARMACY II;PHARMACY
PRIETO PHARMACY;PHARMACY
PRIMARY CARE PHARMACY;PHARMACY
PRIME RX PHARMACY;PHARMACY
PRIME THERAPEUTICS  LLC;PHARMACY
PRIME THERAPEUTICS LLC;PHARMACY
PRIME THERAPEUTICS SPECIALTY PHARMACY LL;PHARMACY
PRIMECARE PHARMACY;PHARMACY
PRINCETON PHARMACY;PHARMACY
PRIORITY EMERGENCY ROOM-KATY LLC;PHARMACY
PRIORITY HEALTH RX;PHARMACY
PRISTINE HOSPITAL OF PASADENA;PHARMACY
PRO MED LTC;PHARMACY
PRO MED RX;PHARMACY
PRO-SCRIPT PHARMACY SRVS INC;PHARMACY
PROCARE PHARMACY CARE;PHARMACY
PROCARE RX;PHARMACY
PROFESSIONAL ARTS PHARMACY;PHARMACY
PROFESSIONAL PHARMACY II;PHARMACY
PROFESSIONAL PHARMACY PLUS;PHARMACY
PROFESSIONAL PHARMACY;PHARMACY
PROJECT VIDA HEALTH CENTER;PHARMACY
PROJECT VIDA;PHARMACY
PROLAB PHARMACY;PHARMACY
PROMED PHARMACY;PHARMACY
PROMESA HEALTH PHARMACY;PHARMACY
PROSPERITY SPECIALTY PHARMACY;PHARMACY
PROVEN CARE PHARMACY;PHARMACY
PROVIDE RX;PHARMACY
PROVIDENCE CARE PHARMACY;PHARMACY
PROVIDENCE HEALTH CENTER;PHARMACY
PROVIDENCE HOSPITAL CAMPUS PHA;PHARMACY
PROVIDENCE MEMORIAL HOSPITAL;PHARMACY
PRUCARE PHARMACY INC;PHARMACY
PRUDENT PHARMACY;PHARMACY
PUBLIC HEALTH AND ENVIRONMNTAL;PHARMACY
PUBLIC PHARMACY;PHARMACY
PULMO-DOSE PHARMACY;PHARMACY
PULMO-DOSE;PHARMACY
PURE COMPOUNDING PHARMACY;PHARMACY
PX DRUGSTORE;PHARMACY
PX EXPRESS;PHARMACY
PYRAMIDS PHARMACY WEBSTER;PHARMACY
PYRAMIDS PHARMACY;PHARMACY
Q.I.C. PHARMACY SERVICES;PHARMACY
QD1 PHARMACY LP;PHARMACY
QOL MEDS LLC;PHARMACY
QOL MEDS;PHARMACY
QPHARXMACY;PHARMACY
QRC HEALTHMART PHARMACY;PHARMACY
QRC PHARMACY;PHARMACY
QUAIL VALLEY PHARMACY;PHARMACY
QUALICARE PHARMACY;PHARMACY
QUALITY CARE PHARMACY ;PHARMACY
QUALITY PHARMACY  INC;PHARMACY
QUALITY RX PHARMACY;PHARMACY
QUALITY SPECIALTY PHARMACY OF JACKSONVIL;PHARMACY
QUALITY SPECIALTY PHARMACY;PHARMACY
QUEEN PHARMACY;PHARMACY
QUENTIN MEASE PHARMACY;PHARMACY
QUICK CK PRESCRIPTION SHOP;PHARMACY
QUICK MESA PARK PHARMACY;PHARMACY
QVL PHARMACY;PHARMACY
RESPIRATORY CARE SVCS;PHARMACY
RAFF  HALL FAMILY PARK;PHARMACY
RANDALLS PHARMACY CALL CENTER;PHARMACY
RANDALLS PHY;PHARMACY
RANDOL MILL LTC PHARMACY;PHARMACY
RANDOL MILL PHARMACY;PHARMACY
RANKIN COUNTY HOSPITAL DIST;PHARMACY
RAPHA PHARMACY;PHARMACY
RAVENS PHARMACY;PHARMACY
RAY PHARMACY;PHARMACY
RAYS PHARMACY;PHARMACY
RAYS TOWN NORTH PHARMACY;PHARMACY
RAYFORD PHARMACY;PHARMACY
RAYMONDVILLE FAMILY PHARMACY;PHARMACY
RC PHARMACY;PHARMACY
RC2 PHARMACY;PHARMACY
RC3 PHARMACY;PHARMACY
REAGAN EYE CENTER;PHARMACY
REAGAN MEMORIAL HOSPITAL;PHARMACY
REBA MCENTIRE CENTER FOR;PHARMACY
RECEPT PHARMACY ;PHARMACY
RED CROSS PHARMACY;PHARMACY
RED RIVER HOSPITAL;PHARMACY
RED RIVER PHARMACY LTC OF TYLER;PHARMACY
RED RIVER PHARMACY LTC;PHARMACY
RED RIVER PHARMACY OF ATLANTA;PHARMACY
RED RIVER PHARMACY SERVICES;PHARMACY
RED RIVER REGIONAL HOSPITAL;PHARMACY
RED ROSE PHARMACY;PHARMACY
REDBIRD SQUARE ENDOSCOPY;PHARMACY
REDBIRD Y  FC;PHARMACY
REDDEN DRUG CO;PHARMACY
REDDON DRUG INC;PHARMACY
REDDONS DRUGS;PHARMACY
REDICARE PHARMACY;PHARMACY
REDIGERS PHARMACY;PHARMACY
REDNERS PHARMACY;PHARMACY
REDOAK  HOSPITAL;PHARMACY
REDSTONE PHARMACY;PHARMACY
REESE PHARMACY;PHARMACY
REEVES COUNTY HOSP PHARMACY;PHARMACY
REFUGEE HEALTH SCREENING CLNIC;PHARMACY
REFUGIO COUNTY MEMORIAL HOSPIT;PHARMACY
REGENCE HEALTH NETWORK INC;PHARMACY
REGENCY HOSPITAL OF FORT WORTH;PHARMACY
REGENCY PHARMACY INC;PHARMACY
REGIONAL MATERNAL  CHILD;PHARMACY
REGIONAL PHARMACY;PHARMACY
REHOBOTH PHARMACY SERVICES;PHARMACY
RELIANCE PHARMACY;PHARMACY
RELIANCE RX;PHARMACY
RELIANT PHARMACY SERVICE;PHARMACY
RELIANT REHABILITATION HOSPITAL AUSTIN;PHARMACY
RELIANT REHABILITATION HOSPITAL NORTHWES;PHARMACY
RELIANT REHABILITATION;PHARMACY
REMCO PHARMACY;PHARMACY
REMOTE PHARMACY STAFFING;PHARMACY
RENAISSANCE HOSPITAL GROVES;PHARMACY
RENAISSANCE SURGERY CENTER;PHARMACY
RENNER PHARMACY;PHARMACY
REPUBLICRX SPECIALTY PHARMACY;PHARMACY
RESPONSIVE ID SOLUTIONS;PHARMACY
RESTORE HEALTH PHARMACY LLC;PHARMACY
RETAIL PHARMACY CUSTOMER CARE;PHARMACY
REUSS PHARMACY;PHARMACY
REVIVAL ANIMAL HEALTH;PHARMACY
REXCO PHARMACY;PHARMACY
RICE MEDICAL CENTER;PHARMACY
RICHARDS PHARMACY;PHARMACY
RICHARDSON EAST NEIGHBORHOOD PHARMACY;PHARMACY
RICHIES PHCY  MEDICAL SUPPLY;PHARMACY
RICHMOND PHARMACY;PHARMACY
RICHMOND PROFESSIONAL PHARMACY;PHARMACY
RICHMOND STATE SUPPORTED;PHARMACY
RICKS PHARMACY;PHARMACY
RIDGEPOINT MEDICAL PHARMACY;PHARMACY
RIDGEWAY PHARMACY;PHARMACY
RIDGMAR PHARMACY;PHARMACY
RIGHTSOURCE;PHARMACY
RINGGOLD PHARMACY;PHARMACY
RIO GRANDE ORTHOPAEDIC INSTIT;PHARMACY
RIO GRANDE REGIONAL HOSPITAL;PHARMACY
RIO GRANDE STATE CENTER;PHARMACY
RIO GRANDE SURGERY CENTER;PHARMACY
RIPPETOE PHARMACY;PHARMACY
RITE AID ;PHARMACY
RITE AID PHARMACY;PHARMACY
RITE AWAY PHARMACY  MEDICAL SUPPLY;PHARMACY
RITE AWAY PHARMACY  MEDICAL;PHARMACY
RITE CARE PHARMACY III;PHARMACY
RITE CARE PHARMACY IV;PHARMACY
RITE CARE PHARMACY V;PHARMACY
RITE CARE PHARMACY;PHARMACY
RITE VALUE PHARMACY;PHARMACY
RITE-AWAY PHARMACY  MEDICAL SUPPLY ;PHARMACY
RITE-AWAY PHARMACY  MEDICAL;PHARMACY
RITE-AWAY PHARMACY;PHARMACY
RITEMED PHARMACY LLC;PHARMACY
RITTER PHARMACY;PHARMACY
RITZMAN  PHARMACY;PHARMACY
RIVER CREST HOSPITAL PHARMACY;PHARMACY
RIVER CROSSING PHARMACY;PHARMACY
RIVER NORTH PHARMACY;PHARMACY
RIVER OAKS EMERGENCY CENTER;PHARMACY
RIVER OAKS ENDOSCOPY;PHARMACY
RIVER OAKS SURGICAL CENTER;PHARMACY
RIVER RX;PHARMACY
RIVERS EDGE PHARMACY;PHARMACY
RIVERSIDE GENERAL HOSPITAL;PHARMACY
RIVERSIDE PHARMACY;PHARMACY
RIVERVIEW PHARMACY;PHARMACY
ROADRUNNER PHARMACY;PHARMACY
ROADWAY PHARMACY;PHARMACY
ROANOKE PHARMACY;PHARMACY
ROBERT B GREEN AMBULATORY SURGERY;PHARMACY
ROBERT CARRASCO SCHOOL BASED;PHARMACY
ROBERT GRAW MD;PHARMACY
ROBERTSON COUNTY COMMUNITY HEALTH CENTER;PHARMACY
ROBY RURAL HEALTH CLINIC;PHARMACY
ROC ASC LLP;PHARMACY
ROC PHARMA;PHARMACY
ROCK PHARMACY LLC;PHARMACY
ROCKWALL AMBULATORY SURGERY;PHARMACY
ROCKWALL/HEATH SURGERY CENTER;PHARMACY
ROCKWELL COMPOUNDING;PHARMACY
ROGERS PHARMACY/LAURENT;PHARMACY
ROGERS PHARMACY /CITIZENS;PHARMACY
ROGERS PHARMACY / REGIONAL;PHARMACY
ROGERS PHARMACY ;PHARMACY
ROLLING HILLS HEALTH;PHARMACY
ROLLING PLAINS MEMORIAL HOSP;PHARMACY
ROLLINS-BROOK COMMUNITY HOSP;PHARMACY
ROMA PHARMACY;PHARMACY
ROMEO PHARMACY;PHARMACY
RONS APOTHECARY SHOP;PHARMACY
ROOD AND RIDDLE VETERINARY;PHARMACY
ROSA PHARMACY;PHARMACY
ROSEBUD PHARMACY;PHARMACY
ROSELAND PHARMACY;PHARMACY
ROSENBERG 9 PHARMACY;PHARMACY
ROTH DRUG CO;PHARMACY
ROUND ROCK MEDICAL CENTER;PHARMACY
ROUTH STREET WOMENS CLINIC;PHARMACY
ROYAL PALM SPECIALTY PHARMACY;PHARMACY
ROYSE CITY PHARMACY;PHARMACY
RUIZ PHARMACY;PHARMACY
RUSHING AND GONZALEZ DRUG;PHARMACY
RUSHMED PHARMACY PLLC;PHARMACY
RUSK STATE HOSPITAL PHARMACY;PHARMACY
RUSSOS RX;PHARMACY
RUXTON PHARMACY;PHARMACY
RX  HWY 6;PHARMACY
RX CARE PHARMACY;PHARMACY
RX DISCOUNT PHARMACY;PHARMACY
RX MAX PHARMACY;PHARMACY
RX MEDICAL COMPOUNDING;PHARMACY
RX NUTRITIONAL SOLUTIONS LLC;PHARMACY
RX ONE PHARMACY;PHARMACY
RX PHARMACY;PHARMACY
RX PLUS PHARMACY;PHARMACY
RX PRO PHARMACY  COMPOUNDING INC;PHARMACY
RX REMEDIES;PHARMACY
RX REMOTE SOLUTIONS;PHARMACY
RX SERVICE;PHARMACY
RX SOUTH LLC;PHARMACY
RX TO GO PHARMACY;PHARMACY
RX UNLIMITED PHARMACY;PHARMACY
RX-CARE PHARMACY LLC;PHARMACY
RX.COM;PHARMACY
RX3 COMPOUNDING PHARMACY;PHARMACY
RXCROSSROADS;PHARMACY
RXPRESS PHARMACY;PHARMACY
RXTRA SOLUTIONS;PHARMACY
S  J ALVORD PHARMACY;PHARMACY
S  J ARGYLE PHARMACY;PHARMACY
S  J MEDICAL CENTER PHARMACY;PHARMACY
S  J PHARMACY KRUM;PHARMACY
S  J PHARMACY;PHARMACY
S  J SCRIPTURE STREET PHY;PHARMACY
S  K MED PHARMACY;PHARMACY
S  R DRUG CO;PHARMACY
S M U HEALTH CENTER PHCY;PHARMACY
S TEXAS EYE SURGICENTER INC;PHARMACY
S.A.E.S. PHARMACY;PHARMACY
SABINE COUNTY HOSPITAL;PHARMACY
SACRED HEART COMMUNITY CLINIC;PHARMACY
SACRED HEART EMERGENCY CENTER;PHARMACY
SADDLEBROOK PHARMACY;PHARMACY
SAENZ MEDICAL PHARMACY AT;PHARMACY
SAENZ MEDICAL PHARMACY NORTH;PHARMACY
SAENZ MEDICAL PHARMACY OF;PHARMACY
SAENZ MEDICAL PHARMACY-LONE;PHARMACY
SAFE PHARMACY;PHARMACY
SAFEDOSE;PHARMACY
SAFEGUARD - RX;PHARMACY
SAFEMED PHARMACY;PHARMACY
SAFETY DRUGS;PHARMACY
SAFEWAY PHARMACY;PHARMACY
SAFFA INFUSION PHARMACY;PHARMACY
SAINT JOHN PHARMACY;PHARMACY
SAINT MARYS PHARMACY;PHARMACY
SALEM VAMC;PHARMACY
SALINAS PHARMACY;PHARMACY
SALLYS HOUSE;PHARMACY
SALUD PHARMACY ;PHARMACY
SALVATION ARMY ADULT;PHARMACY
SALVATION ARMY FAMILY;PHARMACY
SALVATION ARMY HARBOR LIGHT;PHARMACY
SAMS HEALTHCARE PHARMACY;PHARMACY
SAMARITAN HEALTH MINISTRIES;PHARMACY
SAMEDAY SURGICARE;PHARMACY
SAMS CLUB PHARMACY;PHARMACY
SAMS PHARMACY;PHARMACY
SAN ANGELO COMMUNITY MEDICAL;PHARMACY
SAN ANGELO STATE SUPPORTED;PHARMACY
SAN ANGELO-TOM GREEN HEALTH;PHARMACY
SAN ANTONIO DIGESTIVE DISEASE;PHARMACY
SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY;PHARMACY
SAN ANTONIO GASTROENTEROLOGY;PHARMACY
SAN ANTONIO INFECTIOUS;PHARMACY
SAN ANTONIO METROPOLITAN;PHARMACY
SAN ANTONIO STATE HOSPITAL;PHARMACY
SAN AUGUSTINE DRUG COMPANY;PHARMACY
SAN JACINTO METHODIST HOSP;PHARMACY
SAN JACINTO METHODIST HOSPITAL;PHARMACY
SAN JOSE CLINIC - A TEXAS;PHARMACY
SAN JUAN PHARMACY;PHARMACY
SAN MARCOS SURGERY CENTER;PHARMACY
SAN MARCOS TREATMENT CENTER PHARMACY;PHARMACY
SAN PATRICIO CTY HEALTH DEPT;PHARMACY
SAN YSIDRO PHARMACY;PHARMACY
SANCO DRUG INC;PHARMACY
SANDER PHARMACY OF WESLACO INC;PHARMACY
SANDERS DRUG STORE;PHARMACY
SANDSTON PHARMACY;PHARMACY
SANITARIUM DRUG CO. INC;PHARMACY
SANSING DENTAL CLINIC;PHARMACY
SANTE_SHOP;PHARMACY
SARATOGA PHARMACY;PHARMACY
SAV MOR PHARMACY INC;PHARMACY
SAV PHARMACY;PHARMACY
SAV-RX BAG N SAVE PHARMACY;PHARMACY
SAVANNAH FAMILY PHARMACY;PHARMACY
SAVANNAH PHARMACY;PHARMACY
SAVE MART PHARMACY;PHARMACY
SAVE-RITE PHARMACY;PHARMACY
SAVON DRUGS;PHARMACY
SAVON-PHARMACY ;PHARMACY
SCA PHARMACEUTICALS LLC;PHARMACY
SCENIC MOUNTAIN MEDICAL CENTER;PHARMACY
SCEPTER PHARMACY;PHARMACY
SCHEFFLENGER APDIKT;PHARMACY
SCHLEICHER COUNTY MEDICAL CTR;PHARMACY
SCHULZ  WROTEN PHARMACY INC;PHARMACY
SCHWENKER PHARMACY;PHARMACY
SCOLARI PHARMACY;PHARMACY
SCOTT  WHITE BCS INFUSION;PHARMACY
SCOTT  WHITE CONTINUING CARE;PHARMACY
SCOTT  WHITE EMERGENCY HOSPITAL AT CEDA;PHARMACY
SCOTT  WHITE HOSPITAL - COLLEGE STATION;PHARMACY
SCOTT  WHITE HOSPITAL;PHARMACY
SCOTT  WHITE HOSPITAL-LLANO;PHARMACY
SCOTT  WHITE INFUSION SERVICE;PHARMACY
SCOTT  WHITE KILLEEN INFUSION PHARMACY;PHARMACY
SCOTT  WHITE MEMORIAL HOSPITAL;PHARMACY
SCOTT  WHITE NORTHSIDE;PHARMACY
SCOTT  WHITE PEDIATRIC PHCY;PHARMACY
SCOTT  WHITE PHARMACY - CDM;PHARMACY
SCOTT  WHITE PHARMACY- WACO;PHARMACY
SCOTT  WHITE PHARMACY;PHARMACY
SCOTT  WHITE PHARMACY-B/CS;PHARMACY
SCOTT AND WHITE HOSPITAL;PHARMACY
SCOTT AND WHITE PHARMACY ;PHARMACY
SCOTT AND WHITE PHARMACY UNIVERSITY BLVD;PHARMACY
SCOTT AND WHITE SANTA FE HOSP;PHARMACY
SCOTT COUNTY DRUG;PHARMACY
SCOTTS PHARMACY;PHARMACY
SCOTTIE PHARMACY INC;PHARMACY
SCRIPT SHOPPE;PHARMACY
SCRIPT SOURCE PHARMACY;PHARMACY
SCRIPTLINK PHARMACY;PHARMACY
SCRIPTS PHARMACY;PHARMACY
SCRIPTSHOP;PHARMACY
SCURRY CTY HEALTH UNIT;PHARMACY
SEAGOVILLE YOUTH  FAMILY CNTR;PHARMACY
SEAY BEHAVIORAL HEALTH CTR PHY;PHARMACY
SEGUIN COMMUNITY HEALTH CENTER;PHARMACY
SELECT PHARMACY;PHARMACY
SELECT REHABILITATION HOSPITAL;PHARMACY
SELECT RX;PHARMACY
SELECT SPECIALTY HOSPITAL;PHARMACY
SELECT SPECIALTY HOSPITAL-SOUTH DALLAS;PHARMACY
SEM PHARMACY  MEDICAL SUPPLY;PHARMACY
SENDERO IMAGING AND TREATMENT;PHARMACY
SENDERRA RX PARTNERS;PHARMACY
SENIOR CARE COMMUNITY PHARMACY;PHARMACY
SENIOR CARE PHARMACY OF TEXAS;PHARMACY
SERENITY PARK PHARMACY;PHARMACY
SERVE YOU CUSTOM PRESCRIPTION;PHARMACY
SETON CENTRAL OUTPATIENT PHARMACY;PHARMACY
SETON EDGAR B. DAVIS;PHARMACY
SETON HIGHLAND LAKES;PHARMACY
SETON MEDICAL CENTER HARKER HEIGHTS;PHARMACY
SETON MEDICAL CENTER HAYS;PHARMACY
SETON MEDICAL CENTER PHARMACY;PHARMACY
SETON MEDICAL CENTER;PHARMACY
SETON NORTHWEST HOSPITAL;PHARMACY
SETON SHOAL CREEK;PHARMACY
SETON SMITHVILLE REGIONAL HOSPITAL;PHARMACY
SETON SOUTHWEST HEALTHCARE CNT;PHARMACY
SETTEGAST HEALTH CENTER PHCY;PHARMACY
SEYMOUR HOSPITAL;PHARMACY
SEYMOUR PHARMACY;PHARMACY
SHALLOWATER PHARMACY;PHARMACY
SHAMROCK GENERAL HOSPITAL;PHARMACY
SHANNON HEALTH SYSTEM PHCY-PAP;PHARMACY
SHANNON MEDICAL CENTER;PHARMACY
SHANNON PHARMACY;PHARMACY
SHARED SOLUTIONS PHARMACY;PHARMACY
SHARPSTOWN HEALTH SERVICES;PHARMACY
SHAVANO OAKS PHARMACY;PHARMACY
SHAWS PHARMACY - CROWELL;PHARMACY
SHELBY PHARMACY;PHARMACY
SHELDON SCHOOL BASED CLINIC;PHARMACY
SHERMAN PHARMACY;PHARMACY
SHERMAN SURGERY CENTER;PHARMACY
SHIELDS PHARMACY;PHARMACY
SHINABERYS COMPOUNDING PHARMACY;PHARMACY
SHOLARS MEDICINE CHEST;PHARMACY
SHOPPERS PHARMACY;PHARMACY
SHRINERS HOSPITAL FOR CHILDREN;PHARMACY
SHRINERS HOSPITALS FOR;PHARMACY
SIERRA MEDICAL CENTER PHARMACY;PHARMACY
SIERRA PROVIDENCE EAST MEDICAL;PHARMACY
SIERRA PROVIDENCE EMERGENCY ROOM;PHARMACY
SIGNA PHARMACY GROUP LLC;PHARMACY
SIMFAROSE PHARMACEUTICAL;PHARMACY
SIMMONS AMBULATORY SURGERY;PHARMACY
SIMONS PHARMACY;PHARMACY
SINA PHARMACY;PHARMACY
SINA RX PHARMACY ;PHARMACY
SINA RX PHARMACY III;PHARMACY
SINA RX PHARMACY IV;PHARMACY
SINA RX PHARMACY V;PHARMACY
SINU RX PHARMACY INC;PHARMACY
SINUS DYNAMICS PHARMACY;PHARMACY
SKYEMED JUST RX;PHARMACY
SKYEMED PHCY  INFUSION SVCS;PHARMACY
SLATON PHARMACY;PHARMACY
SMA PHARMACY;PHARMACY
SMALL FRYS PHARMACY;PHARMACY
SMARTPAK EQUINE;PHARMACY
SMILE PHARMACY;PHARMACY
SMITHVILLE PHARMACY;PHARMACY
SOLARA HOSPITAL CONROE;PHARMACY
SOLARA HOSPITAL HARLINGEN;PHARMACY
SOLARA HOSPITAL MCALLEN LP;PHARMACY
SOLARA HOSPITAL MCALLEN;PHARMACY
SOLUTIONS IN PHARMACY;PHARMACY
SOLUTIONS RX PHARMACY;PHARMACY
SONTERRA PROCEDURE CENTER;PHARMACY
SONTERRA RX;PHARMACY
SOOTHE COMPOUNDING PHARMACY;PHARMACY
SOUTH AUSTIN MEDICAL CENTER PHARMACY;PHARMACY
SOUTH AUSTIN PHARMACY;PHARMACY
SOUTH AUSTIN SURGERY CENTER;PHARMACY
SOUTH BELT PHARMACY;PHARMACY
SOUTH PLAINS ENDOSCOPY CENTER;PHARMACY
SOUTH PLAINS HEALTH DEPARTMENT;PHARMACY
SOUTH PLAINS HEALTH DIST;PHARMACY
SOUTH PLAINS PUBLIC HEALTH DISTRICT;PHARMACY
SOUTH PLAINS PUBLIC HEALTH DISTRICT-SEMI;PHARMACY
SOUTH PLAINS RURAL HEALTH SVCS;PHARMACY
SOUTH PLAINS RURAL HEALTH;PHARMACY
SOUTH SAN MEDICAL BLDG. PHCY;PHARMACY
SOUTH SHORE SURGICENTER LLC;PHARMACY
SOUTH TEXAS  PHARMACY;PHARMACY
SOUTH TEXAS AMBULATORY SURGERY;PHARMACY
SOUTH TEXAS BEHAVIORAL HEALTH;PHARMACY
SOUTH TEXAS NUCLEAR PHARMACY;PHARMACY
SOUTH TEXAS REGIONAL MED CENTR;PHARMACY
SOUTH TEXAS REHABILITATION;PHARMACY
SOUTH TEXAS RURAL HEALTH SERVICES INC;PHARMACY
SOUTH TEXAS SPINE AND SURGICAL;PHARMACY
SOUTH TEXAS SURGICAL HOSPITAL;PHARMACY
SOUTH TX RURAL HLTH SVCS INC;PHARMACY
SOUTHEAST CLINIC PHARMACY;PHARMACY
SOUTHEAST COMMAND STATION;PHARMACY
SOUTHEAST DALLAS WHC PHARMACY;PHARMACY
SOUTHEAST HEALTH CLINIC;PHARMACY
SOUTHEAST SURGI-CENTER;PHARMACY
SOUTHEASTERN MEDICAL;PHARMACY
SOUTHEND PHARMACY;PHARMACY
SOUTHERN CROSS PHARMACY;PHARMACY
SOUTHERN ISOTOPES OF SHREVEPORT;PHARMACY
SOUTHERN PHARMACEUTICAL CORP;PHARMACY
SOUTHERN RX LLC;PHARMACY
SOUTHPARK PHARMACY;PHARMACY
SOUTHSIDE INFUSION;PHARMACY
SOUTHSIDE LTC PHARMACY;PHARMACY
SOUTHSIDE PHARMACY II;PHARMACY
SOUTHSIDE PHARMACY;PHARMACY
SOUTHSIDE SCHOOL BASED CLINIC;PHARMACY
SOUTHWEST CLINIC PHARMACY;PHARMACY
SOUTHWEST COMMUNITY PHARMACY;PHARMACY
SOUTHWEST ENDOSCOPY  SURGICAL;PHARMACY
SOUTHWEST FORT WORTH ENDOSCOPY;PHARMACY
SOUTHWEST GENERAL HOSPITAL;PHARMACY
SOUTHWEST HEMATOLOGY/ONCOLOGY;PHARMACY
SOUTHWEST PHARMACY;PHARMACY
SOUTHWESTERN WOMENS SURGERY;PHARMACY
SPAIN PARK PHARMACY;PHARMACY
SPARTAN PHARMACY;PHARMACY
SPECIAL CARE HOME MEDICAL PHY;PHARMACY
SPECIAL CARE PHARMACY;PHARMACY
SPECIAL DESIGN HEALTHCARE;PHARMACY
SPECIAL SURGERY OF HOUSTON;PHARMACY
SPECIALTY COMPOUNDING PHARMACY;PHARMACY
SPECIALTY PHARMACEUTICAL;PHARMACY
SPECIALTY PHARMACY SVCS. INC;PHARMACY
SPECIALTY SURGERY CENTER OF;PHARMACY
SPECIALTY SURGERY CENTER;PHARMACY
SPECIALTY THERAPEUTIC CARE;PHARMACY
SPECIALTY VETERINARY PHARMACY;PHARMACY
SPECTRUM PHARMACY SERVICES;PHARMACY
SPENCE PHARMACY;PHARMACY
SPG PHARMACY CARE;PHARMACY
SPHIER EMERGENCY ROOM MGMT LLC;PHARMACY
SPHIER EMERGENCY ROOM;PHARMACY
SPINECARE PHARMACY;PHARMACY
SPRING BRANCH PHARMACY;PHARMACY
SPRING CENTRAL HOSPITAL;PHARMACY
SPRING CREEK PHARMACY;PHARMACY
SPRING PARK PHARMACY;PHARMACY
SPRING SURGICAL CENTER;PHARMACY
SPRINGTOWN DRUG;PHARMACY
SRB PHARMACY;PHARMACY
SS PHARMACY;PHARMACY
ST ANTHONY HOSPITAL;PHARMACY
ST DAVIDS EMERGENCY CENTER-BEE CAVE;PHARMACY
ST DAVIDS N AUSTIN MED CTR;PHARMACY
ST LUKES CEC PHARMACY HOLCOMBE;PHARMACY
ST LUKES CEC PHARMACY PEARLAND;PHARMACY
ST LUKES CEC PHARMACY SAN FELIPE;PHARMACY
ST LUKES LAKESIDE HOSPITAL;PHARMACY
ST MICHAELS CENTER FOR;PHARMACY
ST. DAVIDS EMERGENCY CARE;PHARMACY
ST. DAVIDS EMERGENCY CENTER - BASTROP;PHARMACY
ST. DAVIDS FERTILITY SURGERY;PHARMACY
ST. DAVIDS HOSPITAL PHARMACY;PHARMACY
ST. DAVIDS REHABILITATION;PHARMACY
ST. HOPE PHARMACY;PHARMACY
ST. JOSEPH EMERGENCY DIAGNOSTIC AND IMAG;PHARMACY
ST. JOSEPH MEDICAL CENTER IN THE HEIGHTS;PHARMACY
ST. JOSEPH MEDICAL CENTER;PHARMACY
ST. JOSEPH PROF. PHARMACY INC;PHARMACY
ST. JOSEPH REGIONAL HEALTH;PHARMACY
ST. JOSEPH REGIONAL REHAB;PHARMACY
ST. JUDE CHILDRENS RESEARCH;PHARMACY
ST. LUKES BAPTIST HOSPITAL;PHARMACY
ST. LUKES EPISCOPAL HOSPITAL;PHARMACY
ST. LUKES PATIENTS MEDICAL CENTER;PHARMACY
ST. LUKES SUGAR LAND HOSPITAL;PHARMACY
ST. LUKES THE WOODLANDS;PHARMACY
ST. LUKES VINTAGE HOSPITAL;PHARMACY
ST. MARKS MEDICAL CENTER;PHARMACY
ST. MARYS UNIVERSITY HEALTH;PHARMACY
ST. MICHAELS CENTER FOR;PHARMACY
ST. MICHAELS EMERGENCY ROOM;PHARMACY
ST. ROSE PHARMACY;PHARMACY
STAMFORD MEMORIAL HOSPITAL;PHARMACY
STANLEY APOTHECARY;PHARMACY
STANTON DRUG;PHARMACY
STAPLETON PHARMACY;PHARMACY
STAR MEDICAL CENTER;PHARMACY
STAR MEDICAL RX;PHARMACY
